id,content
32164535,"Infection control in ERCP using a duodenoscope with a disposable cap (ICECAP): rationale for and design of a randomized controlled trial. Endoscopic retrograde cholangio-pancreatography (ERCP) is commonly performed in the management of pancreatic and biliary disease. Duodenoscopes are specialized endoscopes used to perform ERCP, and inherent to their design, a high rate of persistent bacterial contamination exists even after automated reprocessing and disinfection. Consequently, in recent years, ERCP has been associated with infection transmission, leading to several fatal patient outbreaks. Due to increasing fears over widespread future duodenoscope-related outbreaks, regulatory bodies have called for alterations in the design of duodenoscopes. A duodenoscope has recently been developed that employs a disposable cap. This novel design theoretically eliminates the mechanism behind persistent bacterial contamination and infection transmission. However, there are no data demonstrating persistent bacterial contamination rates, technical success rates, or clinical outcomes associated with these duodenoscopes.A parallel arm randomized controlled trial will be performed for which 520 patients will be recruited. The study population will consist of consecutive patients undergoing ERCP procedures for any indication at a high-volume tertiary care centre in Calgary, Alberta, Canada. Patients will be randomized to an intervention group, that will undergo ERCP with a novel duodenoscope with disposable cap, or to a control group who will undergo ERCP with a traditional duodenoscope. Co-primary outcomes will include persistent bacterial contamination rates (post automated reprocessing) and ERCP technical success rates. Secondary outcomes include clinical success rates, overall and specific early and late adverse event rates, 30-day mortality and healthcare utilization rates, procedure and reprocessing times, and ease of device use.The ICECAP trial will answer important questions regarding the use of a novel duodenoscope with disposable cap. Specifically, persistent bacterial contamination, technical performance, and relevant clinical outcomes will be assessed. Given the mortality and morbidity burden associated with ERCP-related infectious outbreaks, the results of this study have the capacity to be impactful at an international level.This trial was registered on clinicaltrials.gov (NCT04040504) on July 31, 2019. Forbes, Nauzer;Elmunzer, B Joseph;Allain, Thibault;Chau, Millie;Koury, Hannah F;Bass, Sydney;Belletrutti, Paul J;Cole, Martin J;Gonzalez-Moreno, Emmanuel;Kayal, Ahmed;Kumar, Puja;Mohamed, Rachid;Turbide, Christian;Buret, Andre G;Heitman, Steven J Duodenoscopes;ERCP;Infection control;Sepsis BMC gastroenterology"
32157526,"How to Approach Para-Aortic Lymph Node Metastases During Exploration for Suspected Periampullary Carcinoma: Resection or Bypass? Intraoperative para-aortic lymph node (PALN) sampling during surgical exploration in patients with suspected pancreatic head cancer remains controversial.The aim of this study was to assess the value of routine PALN sampling and the consequences of different treatment strategies on overall patient survival.A retrospective, multicenter cohort study was performed in patients who underwent surgical exploration for suspected pancreatic head cancer. In cohort A, the treatment strategy was to avoid pancreatoduodenectomy and to perform a double bypass procedure when PALN metastases were found during exploration. In cohort B, routinely harvested PALNs were not examined intraoperatively and pancreatoduodenectomy was performed regardless. PALNs were examined with the final resection specimen. Clinicopathological data, survival data and complication data were compared between study groups.Median overall survival for patients with PALN metastases who underwent a double bypass procedure was 7.0 months (95% confidence interval [CI] 5.5-8.5), versus 11 months (95% CI 8.8-13) in the pancreatoduodenectomy group (p = 0.049). Patients with PALN metastases who underwent pancreatoduodenectomy had significantly increased postoperative morbidity compared with patients who underwent a double bypass procedure (p < 0.001). In multivariable analysis, severe comorbidity (ASA grade 2 or higher) was an independent predictor for decreased survival in patients with PALN involvement (hazard ratio 3.607, 95% CI 1.678-7.751; p = 0.001).In patients with PALN metastases, pancreatoduodenectomy was associated with significant survival benefit compared with a double bypass procedure, but with increased risk of complications. It is important to weigh the advantages of resection versus bypass against factors such as comorbidities and clinical performance when positive intraoperative PALNs are found. Pranger, Bobby K;Tseng, Dorine S J;Ubels, Sander;van Santvoort, Hjalmar C;Nieuwenhuijs, Vincent B;de Jong, Koert P;Patijn, Gijs;Molenaar, I Quintus;Erdmann, Joris I;de Meijer, Vincent E  Annals of surgical oncology"
32156749,"A Randomized Phase II Preoperative Study of Autophagy Inhibition With High-Dose Hydroxychloroquine and Gemcitabine/Nab-Paclitaxel in Pancreatic Cancer Patients. We hypothesized that autophagy inhibition would increase response to chemotherapy in the preoperative setting for patients with pancreatic adenocarcinoma. We performed a randomized controlled trial to assess the autophagy inhibitor hydroxychloroquine in combination with gemcitabine and nab-paclitaxel.Participants with potentially resectable tumors were randomized to two cycles of nab-paclitaxel and gemcitabine (PG) alone or with hydroxychloroquine (PGH), followed by resection. The primary endpoint was histopathologic response in the resected specimen. Secondary clinical endpoints included CA 19-9 serum biomarker response and margin negative R0 resection. Exploratory endpoints included markers of autophagy, immune infiltrate, and serum cytokines.Thirty-four patients in the PGH arm and 30 in the PG arm were evaluable for the primary endpoint. The PGH arm demonstrated statistically improved Evans grade histopathologic responses (P = 0.00016), compared to control. In patients with elevated CA 19-9, a return to normal was associated with improved overall and recurrence-free survival (P < 0.0001). There were no differences in serious adverse events between arms and chemotherapy dose number was equivalent. The PGH arm had greater evidence of autophagy inhibition in their resected specimens (increased SQSTM1, P = 0.027, as well as increased immune cell tumor infiltration, P = 0.033). OS (P = 0.59) and RFS (P = 0.55) did not differ between the two arms.The addition of hydroxychloroquine to preoperative gemcitabine and nab-paclitaxel chemotherapy in patients with resectable pancreatic adenocarcinoma resulted in greater pathological tumor response, improved serum biomarker response, and evidence of autophagy inhibition and immune activity.Copyright ©2020, American Association for Cancer Research. Zeh, Herbert;Bahary, Nathan;Boone, Brian A;Singhi, Aatur D;Miller-Ocuin, Jennifer Lee;Normolle, Daniel P;Zureikat, Amer H;Hogg, Melissa E;Bartlett, David L;Lee, Kenneth K;Tsung, Allan;Marsh, J Wallis;Murthy, Pranav;Tang, Daolin;Seiser, Natalie;Amaravadi, Ravi K;Espina, Virginia;Liotta, Lance;Lotze, Michael T  Clinical cancer research : an official journal of the American Association for Cancer Research"
32156747,"GATA6 expression distinguishes classical and basal-like subtypes in advanced pancreatic cancer. To determine the impact of basal-like and classical subtypes in advanced PDAC and to explore GATA6 expression as a surrogate biomarker.Within the COMPASS trial patients proceeding to chemotherapy for advanced PDAC undergo tumour biopsy for RNA sequencing. Overall response rate (ORR) and overall survival (OS) were stratified by subtypes and according to chemotherapy received. Correlation of GATA6 with the subtypes using gene expression profiling, in situ hybridization (ISH) were explored.Between December 2015-May 2019, 195 patients (95%) had enough tissue for RNA sequencing; 39 (20%) were classified as basal-like and 156 (80%) as classical. RECIST response data were available for 157 patients; 29 basal-like and 128 classical where the ORR was 10% vs. 33% respectively (p=0.02). In patients with basal-like tumours treated with modified FOLFIRINOX (mFFX) (n=22) the progression rate was 60% compared to 15% in classical PDAC (p= 0.0002). Median OS in the intention to treat population (n=195) was 9.3 months for classical vs. 5.9 months for basal-like PDAC (HR 0.47 95% CI 0.32-0.69, p=0.0001). GATA6 expression by RNAseq highly correlated with the classifier (p<0.001) and ISH predicted the subtypes with sensitivity of 89% and specificity of 83%. In a multivariable analysis, GATA6 expression was prognostic (p=0.02). In exploratory analyses, basal-like tumours, could be identified by keratin 5, were more hypoxic and enriched for a T cell inflamed gene expression signature.The basal-like subtype is chemoresistant and can be distinguished from classical PDAC by GATA6 expression.Copyright ©2020, American Association for Cancer Research. O'Kane, Grainne M;Grünwald, Barbara T;Jang, Gun-Ho;Masoomian, Mehdi;Picardo, Sarah;Grant, Robert C;Denroche, Robert E;Zhang, Amy;Wang, Yifan;Lam, Bernard;Krzyzanowski, Paul M;Lungu, Ilinca M;Bartlett, John M S;Peralta, Melanie;Vyas, Foram;Khokha, Rama;Biagi, James;Chadwick, Dianne;Ramotar, Stephanie;Hutchinson, Shawn;Dodd, Anna;Wilson, Julie M;Notta, Faiyaz;Zogopoulos, George;Gallinger, Steven;Knox, Jennifer J;Fischer, Sandra E  Clinical cancer research : an official journal of the American Association for Cancer Research"
32156735,"Structural and mechanistic insights into secretagogin-mediated exocytosis. Secretagogin (SCGN) is a hexa-EF-hand protein that is highly expressed in the pancreas, brain, and gastrointestinal tract. SCGN is known to modulate regulated exocytosis in multiple cell lines and tissues; however, its exact functions and underlying mechanisms remain unclear. Here, we report that SCGN interacts with the plasma membrane SNARE SNAP-25, but not the assembled SNARE complex, in a Ca2+-dependent manner. The crystal structure of SCGN in complex with a SNAP-25 fragment reveals that SNAP-25 adopts a helical structure and binds to EF-hands 5 and 6 of SCGN. SCGN strongly inhibits SNARE-mediated vesicle fusion in vitro by binding to SNAP-25. SCGN promotes the plasma membrane localization of SNAP-25, but not Syntaxin-1a, in SCGN-expressing cells. Finally, SCGN controls neuronal growth and brain development in zebrafish, likely via interacting with SNAP-25 or its close homolog, SNAP-23. Our results thus provide insights into the regulation of SNAREs and suggest that aberrant synapse functions underlie multiple neurological disorders caused by SCGN deficiency. Qin, Jiao;Liu, Qi;Liu, Zhe;Pan, Yun-Zu;Sifuentes-Dominguez, Luis;Stepien, Karolina P;Wang, Yan;Tu, Yingfeng;Tan, Shuai;Wang, Yuan;Sun, Qingxiang;Mo, Xianming;Rizo, Josep;Burstein, Ezra;Jia, Da SNAP-25;SNARE;neurological disorder;neuronal development;regulated exocytosis Proceedings of the National Academy of Sciences of the United States of America"
32156729,"Men1 maintains exocrine pancreas homeostasis in response to inflammation and oncogenic stress. A more comprehensive understanding of the molecular mechanisms underlying pancreatic diseases, including pancreatitis and cancer, is essential to improve clinical management. MEN1 has established roles in epigenetic regulation and tumor suppression in the endocrine pancreas; however, intriguing recent data suggest MEN1 may also function in the exocrine pancreas. Using physiologically relevant genetic mouse models, we provide direct evidence that Men1 is essential for exocrine pancreas homeostasis in response to inflammation and oncogenic stress. Men1 loss causes increased injury and impaired regeneration following acute caerulein-induced pancreatitis, leading to more severe damage, loss of the normal acinar compartment, and increased cytokeratin 19-positive metaplasias and immune cell infiltration. We further demonstrate the Men1 protein is stabilized in response to insult, and loss of Men1 is associated with the overexpression of proinflammatory Jund target genes, suggesting that loss of Men1-mediated repression of Jund activity is, at least in part, responsible for the impaired response. Finally, we demonstrate that Men1 loss significantly accelerates mutant Kras-dependent oncogenesis. Combined, this work establishes Men1 as an important mediator of pancreas homeostasis in vivo. Wasylishen, Amanda R;Sun, Chang;Chau, Gilda P;Qi, Yuan;Su, Xiaoping;Kim, Michael P;Estrella, Jeannelyn S;Lozano, Guillermina Jund;MLL;Men1;acute pancreatitis Proceedings of the National Academy of Sciences of the United States of America"
32149822,"Prognosis Based Definition of Resectability in Pancreatic Cancer: A Road Map to New Guidelines. To identify objective preoperative prognostic factors that are able to predict long-term survival of patients affected by PDAC.In the modern era of improved systemic chemotherapy for PDAC, tumor biology, and response to chemotherapy are essential in defining prognosis and an improved approach is needed for classifying resectability beyond purely anatomic features.We queried the National Cancer Database regarding patients diagnosed with PDAC from 2010 to 2016. Cox proportional hazard models were used to select preoperative baseline factors significantly associated with survival; final models for overall survival (OS) were internally validated and formed the basis of the nomogram.A total of 7849 patients with PDAC were included with a median follow-up of 19 months. On multivariable analysis, factors significantly associated with OS included carbohydrate antigen 19-9, neoadjuvant treatment, tumor size, age, facility type, Charlson/Deyo score, primary site, and sex; T4 stage was not independently associated with OS. The cumulative score was used to classify patients into 3 groups: good, intermediate, and poor prognosis, respectively. The strength of our model was validated by a highly significant randomization test, Log-rank test, and simple hazard ratio; the concordance index was 0.59.This new PDAC nomogram, based solely on preoperative variables, could be a useful tool to patients and counseling physicians in selecting therapy. This model suggests a new concept of resectability that is meant to reflect the biology of the tumor, thus partially overcoming existing definitions, that are mainly based on tumor anatomic features. Oba, Atsushi;Croce, Chiara;Hosokawa, Patrick;Meguid, Cheryl;Torphy, Robert J;Al-Musawi, Mohammed H;Ahrendt, Steven;Gleisner, Ana;Schulick, Richard D;Del Chiaro, Marco  Annals of surgery"
32147309,"A population-based study of chronic pancreatitis in Finland: Effects on quality of life. In Finland the incidence of chronic pancreatitis (CP) is high compared to that in most European countries. Recent epidemiological data is lacking. Our aim was to investigate the current epidemiologic and behavioural data on CP patients in Finland.CP patients according to M-ANNHEIM criteria in Tampere University Hospital (TAUH) during 2014-2015 were included. Aetiology, time from diagnosis, pancreatic function, treatment, complications, smoking, alcohol consumption (AUDIT) and quality of life (QoL) (QLQ C30, PAN26) were gathered.235 CP patients (57 (26-88) years, 65% men) were included. Time since diagnosis was 5.5 (1-41) years. Aetiology was alcohol in 67%, and smoking contributed in 54%. Of these patients 78% continued smoking and 58% continued to consume alcohol even after CP diagnosis. CP related complications were common. Pseudocysts were more common in alcohol related CP than in non-alcohol related CP (60% vs. 38%, p < 0.05). Reported QoL and pain were worse in the CP patients than in controls. Alcohol consumption differed from that of the Finnish population; the CP patients were either total abstainers or heavy alcohol consumers.CP constitutes a great burden on the health care system and on the patients. The patients frequently develop complications and symptoms and their QoL is inferior to that of controls. The most important measure to halt the progression of CP would be to prevent acute phases and for patients to stop smoking, which does not happen in many CP patients. It would be beneficial to increase awareness among CP patients and medical professionals.Copyright © 2020. Published by Elsevier B.V. Parhiala, Mikael;Sand, Juhani;Laukkarinen, Johanna Aetiology;Alcohol;Chronic pancreatitis;Quality of life;Smoking Pancreatology : official journal of the International Association of Pancreatology (IAP) ... [et al.]"
32147308,"Extracellular vesicles microRNA analysis in type 1 autoimmune pancreatitis: Increased expression of microRNA-21. The molecular basis of type 1 autoimmune pancreatitis (AIP) remains unclear. Recent attention on the role of extracellular vesicles microRNA (EV miRNA) in immune homeostasis has prompted us to perform an extensive miRNA screening of serum-derived EV in AIP.EV miRNA expression was analyzed using microarrays in AIP, chronic pancreatitis (CP), and healthy adult (HC) samples (n = 10 from each group). Differences in signals, > 3 or <1/3 times, represented significant differences in expression. Another cohort of AIP (n = 14), CP (n = 10), and HC (n = 10) samples of EV miRNA was analyzed using reverse-transcription polymerase chain reaction (RT-PCR). miRNA expression in pancreatic tissues was evaluated using in situ hybridization (ISH) in three additional subjects from each group.Signals of eight miRNAs (miR-659-3p, -27a-3p, -99a-5p, -21-5p, -205-5p, -100-5p, -29c-3p, and -125b-1-3p) were significantly higher, while those of two miRNAs (miR-4252 and -5004-5p) were significantly lower in AIP than in HC. EV miR-21-5p was significantly up-regulated in AIP than in HC (P = 0.035) and CP (P = 0.048). The number of miR-21-5p positive inflammatory cells was significantly elevated in AIP than in CP (P = 0.014).Circulating EVs exhibited altered miRNA expression patterns with elevated miR-21-5p in AIP when compared with those in HC and CP. miR-21-5p was highly expressed in pancreatic inflammatory cells in AIP. Our data suggests that miR-21-5p may be involved in the regulation of effector pathways in the pathophysiology of AIP, thus differentiating AIP from CP.Copyright © 2020 IAP and EPC. Published by Elsevier B.V. All rights reserved. Nakamaru, Koh;Tomiyama, Takashi;Kobayashi, Sanshiro;Ikemune, Manami;Tsukuda, Satoshi;Ito, Takashi;Tanaka, Toshihiro;Yamaguchi, Takashi;Ando, Yugo;Ikeura, Tsukasa;Fukui, Toshiro;Nishio, Akiyoshi;Takaoka, Makoto;Uchida, Kazushige;Leung, Patrick S C;Gershwin, M E;Okazaki, Kazuichi In situ hybridization;Inflammatory cell;Microarray;RT-PCR Pancreatology : official journal of the International Association of Pancreatology (IAP) ... [et al.]"
32146046,"Decreased CT-number in the pancreatic parenchyma is a reliable imaging biomarker of the presence of malignancies in patients with high-risk intraductal papillary mucinous neoplasm. Intraductal papillary mucinous neoplasm (IPMN) is a premalignant cystic neoplasm of the pancreas and is frequently detected in imaging investigations. A proportion of the patients with IPMN develop malignancies including high-grade dysplasia and invasive carcinoma. To predict the presence of malignancies in IPMN, constant imaging follow-up is usually required. Pancreatic steatosis (PS) has been recently identified as a facilitating factor for pancreatic cancer, and can be predicted through computed tomography (CT). We hypothesized that the CT-number of the pancreatic parenchyma could be a new reliable imaging biomarker for IPMN patients.Eighty-six patients undergoing pancreatectomy for IPMN were investigated. Using preoperative CT, the pancreatic index (PI) was calculated by dividing the CT-number of the pancreas by that of the spleen.Malignancies were pathologically detected in 63 cases (73.3%). Patients were divided into two cohorts according to the presence of malignancies and were compared for various factors including the PI scores. The comparison of the two cohorts detected significant differences in two parameters (CA19-9 and PI score), and the PI score was the most sensitive biomarker to predict the presence of malignancies in patients showing high-risk stigmata of IPMN.Pancreatic CT-number is an additional reliable imaging biomarker in distinguishing patients with IPMN having malignancies when investigating the patients showing high-risk stigmata.Copyright © 2020 IAP and EPC. Published by Elsevier B.V. All rights reserved. Abe, Tomoki;Yamada, Daisaku;Asukai, Kei;Hasegawa, Shinichiro;Tomokuni, Akira;Wada, Hiroshi;Fujii, Wataru;Ikezawa, Kenji;Fukutake, Nobuyasu;Ohkawa, Kazuyoshi;Shinno, Naoki;Hara, Hisashi;Yanagimoto, Yoshitomo;Takahashi, Yusuke;Sugimura, Keijiro;Yamamoto, Kazuyoshi;Ushigome, Hajime;Haraguchi, Naotsugu;Nishimura, Junichi;Yasui, Masayoshi;Omori, Takeshi;Miyata, Hiroshi;Ohue, Masayuki;Yano, Masahiko;Sakon, Masato;Takahashi, Hidenori CT number of pancreas;IPMN;Pancreatic cancer;Pancreatic steatosis Pancreatology : official journal of the International Association of Pancreatology (IAP) ... [et al.]"
32144630,"Homogeneous MMR Deficiency Throughout the Entire Tumor Mass Occurs in a Subset of Colorectal Neuroendocrine Carcinomas. Neuroendocrine neoplasms comprise a heterogeneous group of tumors, categorized into neuroendocrine tumors (NETs) and neuroendocrine carcinomas (NECs) depending on tumor differentiation. NECs and high-grade NETs (G3) confer a poor prognosis, demanding novel treatment strategies such as immune checkpoint inhibition in tumors with microsatellite instability (MSI). To study any possible intratumoral heterogeneity of MSI, a tissue microarray (TMA) containing 199 NETs and 40 NECs was constructed to screen for MSI using immunohistochemistry (IHC) for the mismatch repair (MMR) proteins MLH1, PMS2, MSH2, and MSH6. Four cases suspicious for MSI were identified. Validation of MSI by repeated IHC on large sections and polymerase chain reaction (PCR)-based analysis using the ""Bethesda Panel"" confirmed MSI in 3 cecal NECs. One pancreatic NET G3 with MSI-compatible TMA results was MMR intact on large section IHC and microsatellite stable (MSS). The remaining 235 tumors exhibited intact MMR. Protein loss of MLH1/PMS2 was found in two and MSH6 loss in one cancer with MSI. Large section IHC on all available tumor-containing tissue blocks in NECs with MSI did not identify aberrant tumor areas with intact MMR. Our data indicate that MSI is common in colorectal NECs (3 out of 10) but highly infrequent in neuroendocrine neoplasms from many other sites. The lack of intratumoral heterogeneity of MMR deficiency suggests early development of MSI during tumorigenesis in a subset of colorectal NECs and indicates that microsatellite status obtained from small biopsies may be representative for the entire cancer mass. Fraune, Christoph;Simon, Ronald;Hube-Magg, Claudia;Makrypidi-Fraune, Georgia;Kluth, Martina;Büscheck, Franziska;Amin, Tania;Viol, Fabrice;Fehrle, Wilfrid;Dum, David;Höflmayer, Doris;Burandt, Eike;Clauditz, Till Sebastian;Perez, Daniel;Izbicki, Jakob;Wilczak, Waldemar;Sauter, Guido;Steurer, Stefan;Schrader, Jörg Microsatellite instability;Neuroendocrine carcinoma;Neuroendocrine tumor;Tissue microarray Endocrine pathology"
32144623,"Promoter DNA Hypermethylation of the Cysteine Dioxygenase 1 (CDO1) Gene in Intraductal Papillary Mucinous Neoplasm (IPMN). Intraductal papillary mucinous neoplasm (IPMN) involves adenoma (IPMA), a precancerous lesion, cancer (IPMC) including high-grade dysplasia (HGD), and invasive carcinoma (IC). DNA markers of IPMN are required for detection of invasive disease, and cysteine dioxygenase 1 (CDO1) gene promoter hypermethylation is a potential candidate. However, it has never been investigated in the context of IPMN.A total of 107 IPMN tumor tissues, including 41 IPMC and 66 IPMA, were studied. CDO1 promoter methylation was quantified using TaqMan quantitative methylation-specific polymerase chain reaction (qMSP) in patients with IPMN and other pancreatic cystic disorders after pancreatectomy.The methylation values (TaqMeth Vs) of CDO1 increased when noncancerous pancreas tissues were compared with IPMA and HGD (p < 0.0001). Among IPMC, the TaqMeth Vs in IC were not significantly higher than in HGD. The TaqMeth Vs of the solid tumors were higher than those of the cystic tumors (p = 0.0016), which were in turn higher than the corresponding noncancerous tissues (p < 0.0001). Prognostic analysis revealed that high TaqMeth Vs (≥ 14.1) resulted in a poorer prognosis than low TaqMeth Vs (< 14.1) (p < 0.0001). In other pancreatic cystic diseases, only malignant mucinous cystic neoplasm showed DNA hypermethylation of its promoter. A pilot study in pancreatic juice confirmed methylation in all IPMN samples but not in benign pancreatic diseases (p = 0.0277).CDO1 promoter hypermethylation is extremely specific to IPMN and may accumulate with IPMN tumor progression during the adenoma-carcinoma sequence. It might be a promising candidate as a diagnostic marker of pancreatic cystic diseases. Fujiyama, Yoshiki;Kumamoto, Yusuke;Nishizawa, Nobuyuki;Nakamoto, Shuji;Harada, Hiroki;Yokota, Kazuko;Tanaka, Yoko;Igarashi, Kazuharu;Oiki, Hironobu;Okuwaki, Kosuke;Iwai, Tomohisa;Kajita, Sabine;Takahashi, Hiroyuki;Tajima, Hiroshi;Kaizu, Takashi;Sasaki, Jiichiro;Watanabe, Masahiko;Yamashita, Keishi CDO1;IPMN;Methylation Annals of surgical oncology"
32144621,"Prognostic Value of the C-Reactive Protein/Lymphocyte Ratio in Pancreatic Cancer. Many inflammatory markers can be used for the prognostication of pancreatic cancer, but which combination of inflammatory factors may be the best remains unclear. This study focused on the potential feasibility of the newly discovered C-reactive protein (CRP)/lymphocyte ratio (CLR) as a prognostic biomarker for patients with pancreatic cancer.The study enrolled 997 patients with pancreatic cancer. Six combinations of inflammatory markers, namely, the neutrophil/lymphocyte ratio (NLR), the platelet/lymphocyte ratio (PLR), the CRP/albumin ratio (CAR), the neutrophil/albumin ratio (NAR), the platelet/albumin ratio (PAR), and CLR, were examined to determine which combination offers the highest accuracy for predicting poor survival by receiver operating characteristic curve analysis. The prognostic value of the CLR was analyzed by uni- and multivariate analyses.The newly developed CLR was more accurate than the NLR, PLR, CAR, NAR, and PAR in predicting survival. The optimal cutoff value for the CLR was calculated to be 1.8 for survival. A CLR higher than 1.8 was associated with poor survival in both the univariate (hazard ratio [HR] 2.00; P < 0.001) and multivariate (HR 1.73; P < 0.001) analyses. In addition, a CLR higher than 1.8 was an independent risk factor for patients with stage 2 (HR 1.85; P = 0.001), stage 3 (HR 1.83; P = 0.001), or stage 4 (HR 1.70; P < 0.001) disease.Pretreatment CLR can be considered a feasible biomarker for the prognostic prediction of pancreatic cancer. An elevated CLR was an independent risk factor for poor survival, with a cutoff value of 1.8. Fan, Zhiyao;Luo, Guopei;Gong, Yitao;Xu, He;Qian, Yunzhen;Deng, Shengming;Huang, Qiuyi;Yang, Chao;Cheng, He;Jin, Kaizhou;Liu, Chen;Yu, Xianjun  Annals of surgical oncology"
32143595,"Primary malignant pericardial tumour in Lynch syndrome. This case represents the first report of malignant primary cardiac tumour in a patient with Lynch Syndrome associated with MSH2 pathogenic variant.A 57-year-old woman with previous ovarian cystadenocarcinoma was admitted to the emergency room for hematic pericardial effusion. Multimodal diagnostic imaging revealed two solid pericardial vascularized masses. After pericardiectomy, the final histological diagnosis was poorly differentiated pleomorphic sarcomatoid carcinoma. During follow-up she developed an ampulla of Vater adenocarcinoma. Genetic analysis identified an MSH2 pathogenic variant.This case contributes to expand the tumour spectrum of Lynch syndrome, suggesting that MSH2 pathogenic variants cause a more complex multi-tumour cancer syndrome than the classic Lynch Syndrome. In MSH2 variant carriers, symptoms such as dyspnoea and chest discomfort might alert for rare tumours and a focused cardiac evaluation should be considered. Paolisso, Pasquale;Saturi, Giulia;Foà, Alberto;Saponara, Maristella;Nannini, Margherita;Pantaleo, Maria Abbondanza;Leone, Ornella;Turchetti, Daniela;Calistri, Daniele;Savini, Carlo;Pacini, Davide;Pizzi, Carmine;Galiè, Nazzareno Lynch syndrome;MSH2;Pericardial tumour BMC cancer"
32142732,"Histamine-2 Receptor Vivo-Morpholino Treatment Ameliorates Large Bile Duct Damage in Mice Deficient in ATP Binding Cassette Subfamily B Member 4 (Abcb4-/-) via Down-Regulation of cAMP/ERK Signaling. Histamine binds to one of the four G-protein-coupled receptors expressed by large cholangiocytes. Histamine specifically increases large cholangiocyte proliferation via histamine-2 receptor (H2HR), which is increased in patients with primary sclerosing cholangitis (PSC). Ranitidine decreases liver damage in Mdr2-/- (ATP binding cassette subfamily B member 4 null) mice. We targeted hepatic H2HR in Mdr2-/- mice using vivo-morpholino. Wild-type and Mdr2-/- mice were treated with mismatch or H2HR vivo-morpholino by tail vein injection for 1 week. Liver damage, mast cell (MC) activation, biliary H2HR, and hyaluronic acid serum levels were studied. MC markers were determined by quantitative real-time PCR for chymase and c-kit in total liver. Biliary mass was detected by cytokeratin-19 and F4/80 to evaluate inflammation. Biliary senescence was determined by immunofluorescence and senescence-associated β-galactosidase staining. Hepatic fibrosis was evaluated by staining for desmin, Sirius Red/Fast Green, and vimentin. Immunofluorescence for transforming growth factor-β1, vascular endothelial growth factor-A/C, and cAMP/ERK expression was performed. Transforming growth factor-β1 and vascular endothelial growth factor-A secretion was measured in serum and/or cholangiocyte supernatant. Treatment with H2HR vivo-morpholino in Mdr2-/--mice decreased hepatic damage; H2HR protein expression and MC presence or activation; large intrahepatic bile duct mass or inflammation and senescence; and fibrosis, angiogenesis, and cAMP/phospho-ERK expression. Inhibition of H2HR signaling ameliorates large ductal PSC-induced damage. The H2HR axis may be targeted in treating PSC.Published by Elsevier Inc. Kennedy, Lindsey;Meadows, Vik;Kyritsi, Konstantina;Pham, Linh;Kundu, Debjyoti;Kulkarni, Rewa;Cerritos, Karla;Demieville, Jennifer;Hargrove, Laura;Glaser, Shannon;Zhou, Tianhao;Jaeger, Victoria;Alpini, Gianfranco;Francis, Heather  The American journal of pathology"
32138704,"Validation and modification of staging Systems for Poorly Differentiated Pancreatic Neuroendocrine Carcinoma. The American Joint Committee on Cancer (AJCC) and the European Neuroendocrine Tumor Society (ENETS) staging classifications are two broadly used systems for pancreatic neuroendocrine tumors. This study aims to identify the most accurate and useful tumor-node-metastasis (TNM) staging system for poorly differentiated pancreatic neuroendocrine carcinomas (pNECs).An analysis was performed to evaluate the application of the ENETS, 7th edition (7th) AJCC and 8th edition (8th) AJCC staging classifications using the Surveillance, Epidemiology, and End Results (SEER) registry (N = 568 patients), and a modified system based on the analysis of the 7th AJCC classification was proposed.In multivariable analyses, only the 7th AJCC staging system allocated patients into four different risk groups, although there was no significant difference. We modified the staging classification by maintaining the T and M definitions of the 7th AJCC staging and adopting new staging definitions. An increased hazard ratio (HR) of death was also observed from class I to class IV for the modified 7th (m7th) staging system (compared with stage I disease; HR for stage II =1.23, 95% confidence interval (CI) = 0.73-2.06, P = 0.44; HR for stage III =2.20, 95% CI =1.06-4.56, P = 0.03; HR for stage IV =4.95, 95% CI =3.20-7.65, P < 0.001). The concordance index (C-index) was higher for local disease with the m7th AJCC staging system than with the 7th AJCC staging system.The m7th AJCC staging system for pNECs proposed in this study provides improvements and may be assessed for potential adoption in the next edition. Wang, Haihong;Lin, Zhenyu;Li, Guiling;Zhang, Dejun;Yu, Dandan;Lin, Qili;Wang, Jing;Zhao, Ye;Pi, Guoliang;Zhang, Tao Neoplasm staging;Pancreatic neuroendocrine carcinoma;Poorly differentiated;SEER program BMC cancer"
32135127,"Early detection of pancreatic cancer. Pancreatic ductal adenocarcinoma is most frequently detected at an advanced stage. Such late detection restricts treatment options and contributes to a dismal 5-year survival rate of 3-15%. Pancreatic ductal adenocarcinoma is relatively uncommon and screening of the asymptomatic adult population is not feasible or recommended with current modalities. However, screening of individuals in high-risk groups is recommended. Here, we review groups at high risk for pancreatic ductal adenocarcinoma, including individuals with inherited predisposition and patients with pancreatic cystic lesions. We discuss studies aimed at finding ways of identifying pancreatic ductal adenocarcinoma in high-risk groups, such as among individuals with new-onset diabetes mellitus and people attending primary and secondary care practices with symptoms that suggest this cancer. We review early detection biomarkers, explore the potential of using social media for detection, appraise prediction models developed using electronic health records and research data, and examine the application of artificial intelligence to medical imaging for the purposes of early detection.Copyright © 2020 Elsevier Ltd. All rights reserved. Pereira, Stephen P;Oldfield, Lucy;Ney, Alexander;Hart, Phil A;Keane, Margaret G;Pandol, Stephen J;Li, Debiao;Greenhalf, William;Jeon, Christie Y;Koay, Eugene J;Almario, Christopher V;Halloran, Christopher;Lennon, Anne Marie;Costello, Eithne  The lancet. Gastroenterology & hepatology"
