id,content
32063605,"TG01/GM-CSF and adjuvant gemcitabine in patients with resected RAS-mutant adenocarcinoma of the pancreas (CT TG01-01): a single-arm, phase 1/2 trial. TG01 is the first cancer immunotherapy targeting KRAS oncogenic mutations. This study assessed the safety and efficacy of TG01/GM-CSF in patients with resected pancreatic adenocarcinoma.Patients with stage I or II pancreatic adenocarcinoma who had undergone surgical resection (R0 or R1) received adjuvant gemcitabine with TG01/GM-CSF using two schedules of vaccination. Immune response was defined as a positive delayed-type hypersensitivity (DTH) response and/or positive T-cell proliferation assay.Thirty-two patients were enrolled between February 2013 and May 2016. Nineteen were treated with the high antigen burden, with four serious adverse reactions considered possibly related to TG01 treatment, including three allergic reactions. On this basis, a further 13 patients received a modified vaccination schedule with reduced antigen burden, with no serious adverse events related to TG01. Ninety-five percent patients in the main cohort and 92% in the modified cohort had a positive immune response. Median overall survival (OS) was 33.1 months, and median disease-free survival (DFS) was 13.9 months for the main cohort. For the modified cohort, the median OS was 34.3 months and median DFS was 19.5 months.TG01/GM-CSF with gemcitabine was well tolerated, with high levels of immune activation. OS and DFS compare favourably with published data for adjuvant gemcitabine.This clinical trial was registered at ClinicalTrials.gov (NCT02261714). Palmer, Daniel H;Valle, Juan W;Ting Ma, Yuk;Faluyi, Olusola;Neoptolemos, John P;Jensen Gjertsen, Trine;Iversen, Berit;Amund Eriksen, Jon;Møller, Anne-Sophie;Aksnes, Anne-Kirsti;Miller, Robert;Dueland, Svein  British journal of cancer"
32063184,"Successful use of endoscopic ultrasound-guided fine-needle aspiration (EUS-FNA) on a pancreatic lesion in a peritoneal dialysis patient without interrupting treatment. Endoscopic ultrasound-guided fine-needle aspiration (EUS-FNA), a well-established minimally invasive gastrointestinal procedure, has been used to diagnose and stage cancers of the pancreas. We describe the successful use of EUS-FNA in a peritoneal dialysis (PD) patient to evaluate a pancreatic cyst. The patient continued on PD immediately after the procedure without using hemodialysis. The patient did not experience any complication such as infection, bleeding, or peritoneal fluid leakage. Lew, Susie Q;Khan, Ali A;Rieders, Brandon;Agrawal, Satyanisth T Endoscopic ultrasound-guided fine-needle aspiration;end-stage renal disease;pancreatic cyst;peritoneal dialysis;peritoneal dialysis complications Peritoneal dialysis international : journal of the International Society for Peritoneal Dialysis"
32060653,"Beta-cell β1 integrin deficiency affects in utero development of islet growth and vascularization. The β1 integrin subunit contributes to pancreatic beta cell growth and function through communication with the extracellular matrix (ECM). The effects of in vitro and in vivo β1 integrin knockout have been extensively studied in mature islets, yet no study to date has examined how the loss of β1 integrin during specific stages of pancreatic development impacts beta cell maturation. Beta-cell-specific tamoxifen-inducible Cre recombinase (MIP-CreERT) mice were crossed with mice containing floxed Itgb1 (β1 integrin) to create an inducible mouse model (MIPβ1KO) at the second transition stage (e13.5) of pancreas development. By e19.5-20.5, the expression of beta-cell β1 integrin in fetal MIPβ1KO mice was significantly reduced and these mice displayed decreased beta cell mass, density and proliferation. Morphologically, fetal MIPβ1KO pancreata exhibited reduced islet vascularization and nascent endocrine cells in the ductal region. In addition, decreased ERK phosphorylation was observed in fetal MIPβ1KO pancreata. The expression of transcription factors needed for beta-cell development was unchanged in fetal MIPβ1KO pancreata. The findings from this study demonstrate that β1 integrin signaling is required during a transition-specific window in the developing beta-cell to maintain islet mass and vascularization. Win, Phyo Wei;Oakie, Amanda;Li, Jinming;Wang, Rennian Beta-cell mass;Mouse insulin promoter (MIP);Pancreas development;Tamoxifen-inducible;β1 integrin Cell and tissue research"
32057482,"Quantification of iodine concentration by dual-energy CT in patients with acute. To determine whether pancreatic iodine concentrations quantified by dual-energy CT differ between patients with acute pancreatitis and those without imaging or laboratory findings indicative of pancreatic disease.We compared findings on single-phase dual-energy CT images acquired 55seconds after the intravenous administration of contrast material in 27 patients with acute pancreatitis who underwent the examination 48 to 72hours after the onset of symptoms versus in 11 patients (controls) with no imaging findings suggestive of pancreatic disease and normal amylase and lipase who underwent the examination with the same protocol for other purposes. Imaging postprocessing included the generation of iodine maps. Three regions of interest were selected (pancreatic head, body, and tail) to obtain iodine concentrations (mg/ml) to compare between groups. Iodine concentrations were also calculated a second time by normalizing the density of iodine with the aorta.The mean density of iodine was 2.5mg/ml in patients with pancreatitis vs. 3.65mg/ml in controls (p = 0.02). In three patients with glandular necrosis, the density of iodine was 1.53mg/ml.The concentration of iodine in the pancreas measured with dual-energy CT differs significantly between patients with initial-stage acute pancreatitis and those without imaging or laboratory findings indicative of pancreatic disease.Copyright © 2020 SERAM. Publicado por Elsevier España, S.L.U. All rights reserved. Utrera Pérez, E;Tárdaguila de la Fuente, G;Martínez Rodríguez, C;Villanueva Campos, A;Jurado Basildo, C;García Pouton, N Acute pancreatitis;Computed tomography;Concentración de iodo;Dual energy;Energía dual;Iodine concentration;Pancreatitis aguda;Tomografía computarizada Radiologia"
32055023,"Detection of pancreatic ductal adenocarcinoma with galectin-9 serum levels. Pancreatic ductal adenocarcinoma (PDAC) responds poorly to checkpoint blockade, such as anti-CTLA-4 and anti-PD-1. Galectin-9, a β-galactoside-binding lectin, promotes immune suppression through T-cell inhibition, and programming of tolerogenic macrophages. Of all cancers tested, PDAC showed the highest expression of LGALS9 (galectin-9) mRNA. We analyzed formalin-fixed and paraffin-embedded specimens from 83 patients with PDAC stained for galectin-9. Using flow cytometry, we determined galectin-9 expression on immune cells from tumor and matched blood samples from 12 patients with resectable PDAC. Furthermore, we analyzed galectin-9 serum levels by enzyme-linked immunosorbent assay using serum samples from 70 patients with PDAC, from 36 individuals with benign pancreatic disease, and from 28 healthy controls. Galectin-9 was highly expressed in human PDAC compared with normal pancreas and present on both tumor and immune cells. Tumor-infiltrating immune cells, especially CD3+ T cells, showed upregulation of galectin-9 compared with immune cells from matched blood. Blood γδ T cells from PDAC patients had higher galectin-9 expression than γδ T cells from healthy individuals. Galectin-9 polarized macrophages toward a protumoral M2 phenotype leading to suppressed T-cell cytokine secretion. Furthermore, serum concentration of galectin-9 was able to discriminate PDAC from benign pancreatic disease and healthy individuals, and was prognostic for stage IV patients. Galectin-9 is a new biomarker for the detection of PDAC. Seifert, Adrian M;Reiche, Charlotte;Heiduk, Max;Tannert, Anna;Meinecke, Ann-Christin;Baier, Stephanie;von Renesse, Janusz;Kahlert, Christoph;Distler, Marius;Welsch, Thilo;Reissfelder, Christoph;Aust, Daniela E;Miller, George;Weitz, Jürgen;Seifert, Lena  Oncogene"
32044168,"Neoadjuvant treatment strategies for resectable pancreas cancer: A propensity-matched analysis of the National Cancer Database. The optimal neoadjuvant approach in patients with resectable pancreas cancer is unclear. We investigated outcomes after preoperative chemotherapy alone, chemotherapy with conventionally-fractionated radiation (CFRT), or chemotherapy with stereotactic body radiotherapy (SBRT).The NCDB was queried for patients with resectable pancreatic adenocarcinoma (pretreatment stage T1-3, N0-1, M0) who received preoperative, multiagent chemotherapy and definitive surgery from 2010 to 2015. CFRT was 40-60 Gy in 20-35 fractions. SBRT was 20-25 Gy in 1 fraction or 30-50 Gy using at least 5 Gy per fraction. Multivariable regression and propensity score matching were used to adjust for potential confounders, including age, comorbidity score, and pretreatment extent of disease. The primary outcome was overall survival measured from surgery.In total, 1355 patients received preoperative chemotherapy alone, 552 patients received preoperative chemotherapy with CFRT, and 175 patients received preoperative chemotherapy with SBRT. Receipt of SBRT was associated with significantly improved overall survival compared to chemotherapy alone (median 30 vs 21 months, p = 0.02; adjusted hazard ratio [HR] 0.65, 95% confidence interval [CI] 0.47-0.90, p = 0.01). Similarly, SBRT was associated with significantly improved overall survival compared to CFRT (median 29 vs 16 months, p = 0.002; adjusted HR 0.53, 95% CI 0.37-0.76, p = 0.001). Additionally, SBRT was associated with significantly increased rates of pathological complete response and margin-negative resection. Rates of postoperative readmissions and mortality were comparable.Neoadjuvant chemotherapy with SBRT is associated with favorable survival and pathological outcomes, warranting consideration for prospective validation.Copyright © 2020 Elsevier B.V. All rights reserved. Xiang, Michael;Heestand, Gregory M;Chang, Daniel T;Pollom, Erqi L Chemotherapy;Neoadjuvant therapy;Pancreatic neoplasms;Radiotherapy;Stereotactic body radiotherapy Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology"
32043766,"Surgery Versus Surveillance for Well-Differentiated, Nonfunctional Pancreatic Neuroendocrine Tumors: An 11-Year Analysis of the National Cancer Database. Pancreatic neuroendocrine tumors (panNETs) are a rare group of tumors that make up 2%-3% of pancreatic tumors. Recommended treatment for panNETs generally consists of resection for symptomatic or large asymptomatic tumors; however, optimal management for localized disease is still controversial, with conflicting recommendations in established guidelines. Our study aim is to compare surgical intervention versus active surveillance in nonmetastatic panNETs by size of primary tumor.Using the National Cancer Database, we identified 2,004 patients diagnosed with localized well-differentiated, nonfunctional panNETs (NF-panNETs) between 2004 and 2015. Patients' clinicopathologic characteristics, treatment modalities, and overall survival (OS) were analyzed using frequency statistics, chi-square, and Kaplan-Meier curves. The objective of the study is to assess the outcome of surgical resection versus nonoperative management in patients with panNETs with different tumor sizes.Tumor sizes were divided into three categories: <1 cm, 1-2 cm, and >2 cm. The number of patients with tumor size <1 cm, 1-2 cm, and >2 cm was 220 (11%), 794 (39.6%), and 990 (49.4%), respectively. Overall, 1,781 underwent surgical resection, whereas 223 patients did not. Median follow-up was 25.9 months. After adjusting for covariates, surgical resection was associated with improved OS in patients with tumor size 1-2 cm (hazard ratio [HR] = 0.37) and >2c m (HR = 0.30) but not <1 cm (HR = 2.81). Independent prognostic factors were age at diagnosis, Charlson-Deyo comorbidity score, stage, tumor location, and surgical resection. Higher tumor grade was not associated with worse OS.Our findings suggest that active surveillance is potentially a safe approach for NF-panNETs <1 cm. Larger tumors likely need active intervention. Intermediate-grade tumors did not result in worse survival outcome compared with low-grade tumors. Future studies might consider prospective randomized clinical trials to validate our findings.The present study seeks to address the discrepancy in treatment recommendations in the management of nonfunctional pancreatic neuroendocrine tumors (NF-panNETs) by evaluating whether surgical resection is associated with improved overall survival in different tumor size groups as well as elucidating independent prognostic factors in patients with NF-panNETs. Data from the National Cancer Database were reviewed. This study's findings suggest that active surveillance is potentially a safe approach for NF-panNETs <1 cm. Larger tumors likely need active intervention. Independent prognostic factors include age at diagnosis, Charlson-Deyo comorbidity score, stage, tumor location, and surgical resection. These findings will help guide medical and surgical oncologists when formulating treatment plans for patients with small NF-panNETs.© AlphaMed Press 2019. Assi, Hussein A;Mukherjee, Sarbajit;Kunz, Pamela L;Machiorlatti, Michael;Vesely, Sara;Pareek, Vipul;Hatoum, Hassan Database;Neuroendocrine tumors;Pancreas;Surgical oncology The oncologist"
32038010,"The discriminative properties of erythrocyte anisocytosis in patients with resectable malignant pancreatic masses compared with an age and gender matched control group. Red cell distribution width (RDW) is a parameter that reflects the heterogeneity in the size of the circulating erythrocytes. Elevated levels of RDW have been found related to various pathologic conditions including cancers. We hypothesized that elevated RDW levels might correspond to advanced stages of pancreatic cancer.The medical files and pathology reports of patients who underwent Whipple procedure were evaluated in a retrospective casecontrol study. The relationship of RDW to age, gender, cancer antigen 19-9 (CA 19-9), blood hemoglobin levels, stage of the tumor, tumor size, tumor grade, number of lymph nodes with metastasis, the status of lymphovascular and perineural invasion were investigated. A oneto-two, age- and- gender matched group of seemingly healthy patients was used to compare the levels of RDW between the patients of pancreatic head malignancy and healthy people. ROC (receiver operating characteristics) curves analysis was conducted to define a threshold to discriminate malignant pancreatic head tumors from healthy control subjects. Then, sensitivity, specificity, positive predictive value (PPV), negative predictive value (NPV), positive likelihood ratio (+LR), and negative likelihood ratio (-LR) were calculated.The median age was 61 years (IRQ 54.75-69). The median RDWs were 15.20% (IQR 13.20-19.50) vs 13.00 (IQR 12.60-13.48) in the pancreas adenocancer and the control group, respectively, p=0.000). There was significant relationship between RDW and the grade of the tumor, p=0.026. An RDW level of 14% was obtained as a result of the ROC curves analysis and the positive predictivity about malignancy was 70.73% with a negative predictive rate of 89.95% compared with the healthy group of patients.The elevated levels of RDW in patients with a pancreatic mass may point to a possible malignancy; however, an elevated RDW in a patient with a malignant pancreatic head mass is related to the grade of the disease, not the stage. Akturk, O M;Çakir, M  Il Giornale di chirurgia"
32036221,"EFNB2 facilitates cell proliferation, migration, and invasion in pancreatic ductal adenocarcinoma via the p53/p21 pathway and EMT. Ephrin-2 (EFNB2) is expressed at abnormally high levels in some neoplasms, such as squamous cell carcinoma of the head and neck and colorectal cancer. Its overexpression is associated with the malignant progression of tumors. However, the expression of EFNB2 in pancreatic ductal adenocarcinoma (PDAC) has not been thoroughly studied. EFNB2 expression was evaluated by quantitative real-time PCR, immunohistochemistry, and western blotting. Furthermore, the association between its expression levels and the clinicopathological features of PDAC patients was explored. To determine the underlying mechanisms of EFNB2, we transfected PDAC cells with small interfering RNA and performed in vitro and in vivo experiments. EFNB2 expression levels were significantly increased in cancer tissues and were associated with PDAC clinical stage and Ki67 expression. The down-regulation of EFNB2 inhibited cell proliferation by up-regulating p53/p21-mediated G0/G1 phase blockade. Knockdown of EFNB2 decreased the migration and invasion of PDAC cells by blocking epithelial-mesenchymal transition. These results suggested that EFNB2 may participate in the development of PDAC by promoting cell proliferation, migration, and invasion. Thus, EFNB2 is a potential target for the diagnosis and treatment of PDAC.Copyright © 2020 The Author(s). Published by Elsevier Masson SAS.. All rights reserved. Zhu, Feng;Dai, Shang-Nan;Xu, Da-Lai;Hou, Chao-Qun;Liu, Tong-Tai;Chen, Qiu-Yang;Wu, Jun-Li;Miao, Yi Ephrin 2;Pancreatic ductal adenocarcinoma;Receptor tyrosine kinase;Tumor progression Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie"
32011535,"The Influence of Patients' Age on the Outcome of Treatment for Pancreatic Ductal Adenocarcinoma. The aim of the study was to determine the impact of age on curative management and outcomes of patients with pancreatic ductal adenocarcinoma.Patients who underwent resection for pancreatic ductal adenocarcinoma at 2 units were retrospectively reviewed (between 2005 and 2017) and stratified by age (older patients ≥70 years). Regression analysis was used to explore factors impacting administration of adjuvant chemotherapy and survival. The Kaplan-Meier method was used to estimate overall survival (time from surgery to death). Statistical significance was set at P < 0.05.From 2005 to 2014, 222 patients were identified (<70 years, n = 128; ≥70 years, n = 94). Elderly patients were less likely to receive adjuvant chemotherapy compared with younger patients (odds ratio, 0.57, P = 0.041). Tumor stage, margin, and year of surgery (post-2011 vs pre-2011) were not predictors for chemotherapy receipt (P > 0.05). Frailty was the commonest reason (36.8%) to decline chemotherapy in elderly patients. In patients receiving adjuvant chemotherapy, completion rates (P = 0.32) and overall survival (24 months vs 30 months, P = 0.50) were no different.Elderly patients demonstrate similar outcomes to younger yet are less likely to commence chemotherapy because of frailty. Holistic preoperative assessment may improve selection for curative treatment. Malik, Abdullah K;Lamarca, Angela;Siriwardena, Ajith Kumar;OʼReilly, Derek;Deshpande, Rahul;Satyadas, Thomas;Jamdar, Saurabh;Sheen, Aali;McNamara, Mairead;Hubner, Richard;Valle, Juan;De Liguori Carino, Nicola  Pancreas"
32011530,"Predictors of Recurrence and Survival in Patients With Surgically Resected Pancreatic Neuroendocrine Tumors. Given the lack of consensus on surveillance guidelines after pancreatic neuroendocrine tumor (PanNET) resection, we assessed outcomes in a large cohort of patients with nonmetastatic, surgically resected PanNETs.Data of patients with PanNETs resected between 1990 and 2017 were retrospectively collected using databases at 3 academic institutions. The National Death Index was queried to determine vital status. Kaplan-Meier analysis was used to estimate recurrence-free survival (RFS) and disease-specific survival (DSS) rates. Variables associated with recurrence and disease-related death were identified through Cox multivariate analyses.Of 307 patients with PanNET who underwent resection, recurrence occurred in 79 (26%) of patients. For stage I and II disease, 5-year RFS rates were 90% and 43%, whereas 5-year DSS rates were 98% and 86% (P < 0.0001 and P = 0.0038, respectively). For grades 1, 2, and 3 disease, 5-year RFS rates were 87%, 49%, and 18%, and 5-year DSS rates were 98%, 89%, and 51% (P < 0.0001 for both). Stage II, grade 2, and grade 3 disease were each associated with increased recurrence and disease-specific death.Stage and grade are important prognostic factors that should be utilized to tailor postsurgical surveillance after curative resection of PanNET. Rosenblum, Rachel E;Harris, Cynthia K;Baeg, Kiwoon Joshua;Starr, Julie A;Brais, Lauren K;Stashek, Kristen M;Ward, Stephen C;Katona, Bryson W;Clancy, Thomas E;Wisnivesky, Juan P;Kulke, Matthew H;Metz, David C;Kim, Michelle Kang;Chan, Jennifer A  Pancreas"
32011529,"Real-World Dosing Patterns and Outcomes of Patients With Metastatic Pancreatic Cancer Treated With a Liposomal Irinotecan Regimen in the United States. Liposomal irinotecan (nal-IRI) is a topoisomerase inhibitor proven to improve survival in metastatic pancreatic cancer (mPC). This study describes real-world characteristics of patients treated with nal-IRI for mPC.Patients 18 years or older diagnosed with stage IV mPC and treated with nal-IRI were selected retrospectively from a deidentified electronic health record database of more than 2 million US cancer patients. Demographics, clinical and dosing characteristics, and treatment outcomes were collected.Of 257 total patients, 145 (57%) received nal-IRI as first- or second-line therapy. Median nal-IRI treatment duration was 51 days, longer when nal-IRI was used as first/second versus as third-line therapy or later (62 vs 44.5 days). Seventy patients (27.2%) experienced dose modification. Median time to treatment discontinuation was 2.3 versus 1.6 months for first-/second- versus third-line therapy or later, respectively. Median overall survival from nal-IRI initiation was 5.6 versus 4.1 months for first-/second- versus third-line therapy or later, respectively. Prior irinotecan treatment, baseline serum albumin less than 40 g/L, and baseline neutrophil-to-lymphocyte ratio greater than 5 were associated with reduced overall survival.This is the first large US study of real-world US mPC patients treated with nal-IRI. These results, comparable to the NAPOLI-1 trial, can help inform future studies and the efficacy of nal-IRI in mPC therapy. Barzi, Afsaneh;Miksad, Rebecca;Surinach, Andy;Corvino, Frank A;Wang, Siqi;Torres, Aracelis Z;Mamlouk, Khalid;Pulgar, Sonia;Valderrama, Adriana;Bekaii-Saab, Tanios;Ahn, Daniel  Pancreas"
32008515,"Intelligent Diabetes Detection System based on Tongue Datasets. Scanning Electron Microscope (SEM) Camera Imaging shows and helps analyze hidden organs in the human body. SEM image analysis provides in-depth and critical details of organ abnormalities. Similarly, the human tongue finds use in the detection of organ dysfunction with tongue reflexology.To detect diabetes at an early stage using a non-invasive method of diabetes detection through tongue images and to utilize the reasonable cost of modality (SEM camera) for capturing the tongue images instead of the existing and expensive imaging modalities like X-ray, Computed Tomography, Magnetic Resonance Imaging, Positron Emission Tomography, Single-Photon Emission Computed Tomography etc. Methods: The tongue image is captured via SEM camera, it is preprocessed to remove noise and resize the tongue such that it is suitable for segmentation. Greedy Snake Algorithm (GSA) is used to segment the tongue image. The texture features of the tongue are analyzed and finally it is classified as diabetic or normal.Failure of organs stomach, intestine, liver and pancreas results in change of the color of the tongue, coating thickness and cracks on the tongue. Changes in pancreas proactive behavior also reflect on tongue coating. The tongue coating texture varies from white or vanilla to yellow also the tongue coating thickness also increases.In this paper, the author proposes to diagnose Diabetes Type2 (DT2) at an early stage from tongue digital image. The tongue image is acquired and processed with Greedy Snake Algorithm (GSA) to extract edge and texture features.Copyright© Bentham Science Publishers; For any queries, please email at epub@benthamscience.net. Naveed, Safia;Geetha, Gurunathan Diabetes-Type2 (DT2);Greedy Snake Algorithm (GSA);Scanning Electron Microscope Camera (SEM) Imaging;Tongue Diabetes;blood sugar;glucose Current medical imaging reviews"
32008496,"Donor Safety, Risks, and Complications in Solid-Organ Transplant. We conducted a literature search on the status of living donors, donor health, and risks of donations in living liver, kidney, pancreas, lung, and small intestine donors. The literature search was made using the PubMed database and the following key words: living donor, transplantation, liver, kidney, lung, pancreas, and small intestine. We found that living donors have a generally favorable outcome; however, follow-up should not be limited to 2 years since some com-plications may be seen in later years. Systems should be developed for early detection of problems, and future research should be directed to nonhuman sources for the treatment of end-stage solid-organ diseases. Altınörs, Nur;Haberal, Mehmet  Experimental and clinical transplantation : official journal of the Middle East Society for Organ Transplantation"
31990315,"Yield of a Public Health Screening of Children for Islet Autoantibodies in Bavaria, Germany. Public health screening for type 1 diabetes in its presymptomatic stages may reduce disease severity and burden on a population level.To determine the prevalence of presymptomatic type 1 diabetes in children participating in a public health screening program for islet autoantibodies and the risk for progression to clinical diabetes.Screening for islet autoantibodies was offered to children aged 1.75 to 5.99 years in Bavaria, Germany, between 2015 and 2019 by primary care pediatricians during well-baby visits. Families of children with multiple islet autoantibodies (presymptomatic type 1 diabetes) were invited to participate in a program of diabetes education, metabolic staging, assessment of psychological stress associated with diagnosis, and prospective follow-up for progression to clinical diabetes until July 31, 2019.Measurement of islet autoantibodies.The primary outcome was presymptomatic type 1 diabetes, defined by 2 or more islet autoantibodies, with categorization into stages 1 (normoglycemia), 2 (dysglycemia), or 3 (clinical) type 1 diabetes. Secondary outcomes were the frequency of diabetic ketoacidosis and parental psychological stress, assessed by the Patient Health Questionnaire-9 (range, 0-27; higher scores indicate worse depression; ≤4 indicates no to minimal depression; >20 indicates severe depression).Of 90 632 children screened (median [interquartile range {IQR}] age, 3.1 [2.1-4.2] years; 48.5% girls), 280 (0.31%; 95% CI, 0.27-0.35) had presymptomatic type 1 diabetes, including 196 (0.22%) with stage 1, 17 (0.02%) with stage 2, 26 (0.03%) with stage 3, and 41 who were not staged. After a median (IQR) follow-up of 2.4 (1.0-3.2) years, another 36 children developed stage 3 type 1 diabetes. The 3-year cumulative risk for stage 3 type 1 diabetes in the 280 children with presymptomatic type 1 diabetes was 24.9% ([95% CI, 18.5%-30.7%]; 54 cases; annualized rate, 9.0%). Two children had diabetic ketoacidosis. Median (IQR) psychological stress scores were significantly increased at the time of metabolic staging in mothers of children with presymptomatic type 1 diabetes (3 [1-7]) compared with mothers of children without islet autoantibodies (2 [1-4]) (P = .002), but declined after 12 months of follow-up (2 [0-4]) (P < .001).Among children aged 2 to 5 years in Bavaria, Germany, a program of primary care-based screening showed an islet autoantibody prevalence of 0.31%. These findings may inform considerations of population-based screening of children for islet autoantibodies. Ziegler, Anette-Gabriele;Kick, Kerstin;Bonifacio, Ezio;Haupt, Florian;Hippich, Markus;Dunstheimer, Desiree;Lang, Martin;Laub, Otto;Warncke, Katharina;Lange, Karin;Assfalg, Robin;Jolink, Manja;Winkler, Christiane;Achenbach, Peter;Fr1da Study Group  JAMA"
31988090,"FAM172A inhibits EMT in pancreatic cancer via ERK-MAPK signaling. FAM172A, as a newly discovered gene, is little known in cancer development, especially in pancreatic cancer (PC). We investigated the potential role and molecular mechanism of FAM172A in epithelial to mesenchymal transition (EMT) in both human clinical samples and PC cells. FAM172A was downregulated in human PC tissues compared with that in non-cancerous pancreas cells by immunohistochemistry and qRT-PCR. FAM172A expression was negatively associated with tumor size (P=0.015), T stage (P=0.006), lymph node metastasis (P=0.028) and the worst prognosis of PC patients (P=0.004). Meanwhile, a positive relationship between FAM172A and E-cadherin (E-cad) (r=0.381, P=0.002) was observed in clinical samples, which contributed to the better prognosis of PC patients (P=0.014). FAM172A silencing induced EMT in both AsPC-1 and BxPC-3 cells, including inducing the increase of Vimentin, MMP9 and pERK and the decrease of E-cad and β-catenin expression, stimulating EMT-like cell morphology and enhancing cell invasion and migration in PC cells. However, MEK1 inhibitor PD98059 reversed FAM172A silencing-enhanced EMT in PC cells. We conclude that FAM172A inhibits EMT of PC cells via ERK-MAPK signaling.© 2020. Published by The Company of Biologists Ltd. Chen, Ying;Liu, Peihui;Shen, Di;Liu, Han;Xu, Lepeng;Wang, Jian;Shen, Daguang;Sun, He;Wu, Hongkui EMT;ERK-MAPK;FAM172A;Pancreatic cancer Biology open"
31976786,"Randomized, Multicenter, Phase II Trial of Gemcitabine and Cisplatin With or Without Veliparib in Patients With Pancreas Adenocarcinoma and a Germline BRCA/PALB2 Mutation. Five percent to 9% of pancreatic ductal adenocarcinomas (PDACs) develop in patients with a germline BRCA1/2 or PALB2 (gBRCA/PALB2+) mutation. Phase IB data from a trial that used cisplatin, gemcitabine, and veliparib treatment demonstrated a high response rate (RR), disease control rate (DCR), and overall survival (OS) in this population. We designed an open-label, randomized, multicenter, two-arm phase II trial to investigate cisplatin and gemcitabine with or without veliparib in gBRCA/PALB2+ PDAC.Eligible patients had untreated gBRCA/PALB2+ PDAC with measurable stage III to IV disease and Eastern Cooperative Oncology Group performance status of 0 to 1. Treatment for patients in arm A consisted of cisplatin 25 mg/m2 and gemcitabine 600 mg/m2 intravenously on days 3 and 10; treatment for patients in arm B was the same as that for patients in arm A, and arm A also received veliparib 80 mg orally twice per day on days 1 to 12 cycled every 3 weeks. The primary end point was RRs of arm A and arm B evaluated separately using a Simon two-stage design. Secondary end points were progression-free survival, DCR, OS, safety, and correlative analyses.Fifty patients were evaluated by modified intention-to-treat analysis. The RR for arm A was 74.1% and 65.2% for arm B (P = .55); both arms exceeded the prespecified activity threshold. DCR was 100% for arm A and 78.3% for arm B (P = .02). Median progression-free survival was 10.1 months for arm A (95% CI, 6.7 to 11.5 months) and 9.7 months for arm B (95% CI, 4.2 to 13.6 months; P = .73). Median OS for arm A was 15.5 months (95% CI, 12.2 to 24.3 months) and 16.4 months for arm B (95% CI, 11.7 to 23.4 months; P = .6). Two-year OS rate for the entire cohort was 30.6% (95% CI, 17.8% to 44.4%), and 3-year OS rate was 17.8% (95% CI, 8.1% to 30.7%). Grade 3 to 4 hematologic toxicities for arm A versus arm B were 13 (48%) versus seven (30%) for neutropenia, 15 (55%) versus two (9%) for thrombocytopenia, and 14 (52%) versus eight (35%) for anemia.Cisplatin and gemcitabine is an effective regimen in advanced gBRCA/PALB2+ PDAC. Concurrent veliparib did not improve RR. These data establish cisplatin and gemcitabine as a standard approach in gBRCA/PALB2+ PDAC. O'Reilly, Eileen M;Lee, Jonathan W;Zalupski, Mark;Capanu, Marinela;Park, Jennifer;Golan, Talia;Tahover, Esther;Lowery, Maeve A;Chou, Joanne F;Sahai, Vaibhav;Brenner, Robin;Kindler, Hedy L;Yu, Kenneth H;Zervoudakis, Alice;Vemuri, Shreya;Stadler, Zsofia K;Do, Richard K G;Dhani, Neesha;Chen, Alice P;Kelsen, David P  Journal of clinical oncology : official journal of the American Society of Clinical Oncology"
31970601,"Deep multi-scale feature fusion for pancreas segmentation from CT images. Pancreas segmentation from computed tomography (CT) images is an important step in surgical procedures such as cancer detection and radiation treatment. While manual segmentation is time-consuming and operator-dependent, current computer-assisted segmentation methods are facing challenges posed by varying shapes and sizes. To address these challenges, this paper presents a multi-scale feature fusion (MsFF) model for accurate pancreas segmentation from CT images.The proposed MsFF is built upon the well-recognized encoder-decoder framework. Firstly, in the encoder stage, the squeeze-and-excitation module is incorporated to enhance the learning of features by exploiting channel-wise independence. Secondly, a hierarchical fusion module is introduced to better utilize both low-level and high-level features to retain boundary information and make final predictions.The proposed MsFF is evaluated on the NIH pancreas dataset and outperforms the current state-of-the-art methods, by achieving a mean of 87.26% and 22.67% under the Dice Sorensen Coefficient and Volumetric Overlap Error, respectively.The experimental results confirm that the incorporation of squeeze-and-excitation and hierarchical fusion modules contributes to a net gain in the performance of our proposed MsFF. Chen, Zhanlan;Wang, Xiuying;Yan, Ke;Zheng, Jiangbin Computer-assisted diagnosis;Convolutional neural networks;Multi-level feature fusion;Pancreas segmentation International journal of computer assisted radiology and surgery"
